"","id","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"1","17260587","110413588","Julia","Pankow","Blankenfelde/Niederschonhausen","5.258.330.601.280.290","13.396.091.555.822.500","Private room",30,2,108,"03/05/17",2,3,44
"2","17227881","116030782","Jessica","Pankow","Blankenfelde/Niederschonhausen","5.257.641.672.545.430","13.398.581.791.685.800","Private room",17,1,160,"22/03/17",1.29,1,36
"3","1153584","4813229","Ulrike","Pankow","Blankenfelde/Niederschonhausen","5.258.921.822.417.370","13.399.260.586.072.900","Private room",50,2,199,"16/04/17",1.27,1,124
"4","7832750","36417780","Lisa","Pankow","Blankenfelde/Niederschonhausen","5.258.231.232.676.320","13.395.584.373.495.400","Private room",28,2,17,"25/04/17",5.43,1,7
"5","11634962","12101514","Elektra","Pankow","Blankenfelde/Niederschonhausen","52.583.748.670.555.500","13.393.662.207.478.300","Private room",21,1,81,"05/05/17",1.45,1,64
"6","13035058","21797784","Jennifer","Pankow","Blankenfelde/Niederschonhausen","525.796.727.289.495","13.399.316.502.368.800","Private room",38,2,100,"26/12/16",1.71,1,185
"7","16601732","66145126","Lisa","Pankow","Blankenfelde/Niederschonhausen","5.258.761.199.611.120","13.400.317.282.519.000","Private room",40,1,2,"",NA,1,88
"8","13413450","76401748","Chrissy","Pankow","Blankenfelde/Niederschonhausen","5.259.673.257.787.230","13.403.349.977.144.300","Private room",25,14,2,"",NA,1,0
"9","866332","4551377","Sabine","Pankow","Blankenfelde/Niederschonhausen","52.587.891.832.640.300","13.394.384.211.348.600","Private room",37,4,181,"08/10/15",0.09,1,88
"10","9258549","48098445","Johanna","Pankow","Blankenfelde/Niederschonhausen","5.257.896.886.871.920","13.399.527.477.929.200","Private room",30,1,2,"",NA,1,0
"11","7486709","39208160","Christian","Pankow","Blankenfelde/Niederschonhausen","5.258.887.627.384.360","13.395.326.991.323.600","Private room",20,3,160,"17/10/15",0.15,1,0
"12","17275227","110413588","Julia","Pankow","Blankenfelde/Niederschonhausen","5.258.382.270.828.260","13.396.386.107.076.000","Private room",35,2,3,"01/05/17",1,3,48
"13","7642371","40100342","Gareo","Pankow","Blankenfelde/Niederschonhausen","5.257.743.039.390.140","13.400.585.006.823.400","Private room",30,1,160,"16/09/16",0.25,1,341
"14","13249228","72905027","Annika","Pankow","Blankenfelde/Niederschonhausen","5.259.277.823.544.080","13.409.397.929.224.800","Private room",27,5,108,"31/01/17",0.19,2,20
"15","14362551","72905027","Annika","Pankow","Blankenfelde/Niederschonhausen","52.591.485.641.120.600","13.410.317.437.547.100","Private room",20,5,3,"12/10/16",0.14,2,327
"16","15218622","17957907","Totinia","Pankow","Blankenfelde/Niederschonhausen","5.257.468.988.387.130","1.339.881.744.002.090","Private room",36,1,160,"01/04/17",0.41,1,90
"17","16682014","110413588","Julia","Pankow","Blankenfelde/Niederschonhausen","5.258.288.807.164.500","13.396.138.917.629.500","Entire home/apt",56,3,2,"",NA,3,134
"18","15767215","39537907","Andre","Pankow","Blankenfelde/Niederschonhausen","5.258.751.828.476.060","13.401.295.270.703.900","Entire home/apt",45,3,160,"12/03/17",0.59,1,263
"19","115576","584750","Axel","Pankow","Blankenfelde/Niederschonhausen","5.258.150.268.997.830","133.978.581.755.756","Entire home/apt",69,2,108,"05/08/14",0.04,1,264
"20","7568544","39056052","Claudia","Pankow","Blankenfelde/Niederschonhausen","5.257.958.124.947.870","13.402.655.654.804.100","Entire home/apt",80,2,37,"17/04/17",0.63,1,30
"21","7777135","40917101","Katja","Pankow","Blankenfelde/Niederschonhausen","5.258.304.544.316.490","13.396.750.502.689.000","Entire home/apt",75,1,2,"",NA,1,0
"22","279222","1456393","Johanna","Pankow","Blankenfelde/Niederschonhausen","525.771.050.390.231","13.400.070.344.747.400","Entire home/apt",49,18,3,"10/06/14",0.03,1,0
"23","6393652","33337642","Ulrike","Pankow","Blankenfelde/Niederschonhausen","52.588.018.686.577.700","13.401.748.867.023.200","Entire home/apt",70,5,2,"",NA,1,0
"24","7457629","39058000","Simon","Pankow","Blankenfelde/Niederschonhausen","5.257.992.474.310.040","13.401.222.441.121.400","Entire home/apt",120,5,2,"",NA,1,0
"25","16926322","25707959","Anja","Pankow","Blankenfelde/Niederschonhausen","5.258.231.432.292.230","13.407.387.700.977.400","Entire home/apt",39,4,108,"25/03/17",0.95,2,30
"26","18473884","15724317","Oliver","Pankow","Blankenfelde/Niederschonhausen","5.259.440.464.046.750","13.393.063.117.724.100","Entire home/apt",68,10,2,"",NA,1,61
"27","10402942","53565483","Burghardt","Pankow","Blankenfelde/Niederschonhausen","525.748.678.891.062","13.398.947.272.894.500","Entire home/apt",120,2,3,"13/09/16",0.13,1,361
"28","17564568","28668022","Johanna","Pankow","Blankenfelde/Niederschonhausen","52.587.738.238.046.200","13.401.056.813.961.700","Private room",40,1,2,"",NA,1,274
"29","10027737","50795723","Victoria","Pankow","Blankenfelde/Niederschonhausen","5.257.606.535.768.670","13.399.548.481.551.900","Entire home/apt",140,1,2,"",NA,1,361
"30","2522307","12914606","George","Pankow","Blankenfelde/Niederschonhausen","5.259.870.735.409.310","13.389.155.388.463.400","Private room",35,2,71,"30/10/16",0.44,1,142
"31","16560578","109066538","Arion","Pankow","Blankenfelde/Niederschonhausen","52.581.875.479.533.600","13.395.727.019.975.600","Private room",30,1,2,"",NA,1,96
"32","14081467","84648901","Andr<U+00E9>","Pankow","Blankenfelde/Niederschonhausen","52.586.121.384.699.600","1.339.464.826.723.790","Private room",35,2,214,"11/04/17",0.8,1,24
"33","15855185","25269714","Nicola","Pankow","Blankenfelde/Niederschonhausen","5.258.532.608.993.540","1.341.101.964.979.430","Entire home/apt",30,2,37,"26/03/17",2.13,1,35
"34","15107151","34596621","Michael","Pankow","Blankenfelde/Niederschonhausen","5.258.349.406.361.260","13.401.539.033.799.900","Private room",39,3,160,"03/03/17",0.39,1,320
"35","7373422","38630547","Ines","Pankow","Blankenfelde/Niederschonhausen","5.258.628.359.497.990","13.408.938.468.128.000","Entire home/apt",33,5,2,"",NA,1,0
"36","16153479","105373097","Vanessa","Pankow","Blankenfelde/Niederschonhausen","52.577.453.367.246.300","13.393.780.874.790.400","Entire home/apt",45,1,225,"25/04/17",1.64,1,294
"37","16218267","99930636","Nicolas","Pankow","Blankenfelde/Niederschonhausen","5.257.953.291.409.340","13.399.755.068.589.100","Private room",15,3,214,"30/04/17",1.69,1,49
"38","13920566","3351408","Oliver","Pankow","Blankenfelde/Niederschonhausen","5.258.406.865.988.050","1.340.145.649.530.270","Entire home/apt",250,3,3,"24/09/16",0.13,1,10
"39","17783667","121453952","Thomas","Pankow","Blankenfelde/Niederschonhausen","52.588.420.665.410.000","13.401.595.398.291.900","Entire home/apt",55,2,2,"",NA,1,131
"40","16801354","27464853","Lisa","Pankow","Blankenfelde/Niederschonhausen","5.257.678.789.355.960","13.399.374.433.415.200","Private room",20,1,160,"18/04/17",1.02,1,48
"41","16865367","112381310","Uwe","Pankow","Blankenfelde/Niederschonhausen","52.587.502.435.213.300","13.392.900.565.835.100","Entire home/apt",69,1,181,"30/04/17",4,1,317
"42","16469980","45370527","Maria","Pankow","Blankenfelde/Niederschonhausen","5.257.686.053.541.150","13.396.442.669.811.500","Private room",25,1,214,"01/05/17",1.6,1,297
"43","18173208","77943199","Uta","Pankow","Blankenfelde/Niederschonhausen","5.257.945.183.139.210","13.396.910.208.059.100","Private room",28,1,108,"02/05/17",2,1,53
"44","4604780","23822141","Jens & Annette","Pankow","Blankenfelde/Niederschonhausen","5.258.837.027.170.380","1.342.359.500.032.930","Entire home/apt",85,2,117,"26/03/17",0.85,1,262
"45","15776522","59317172","Filiti","Pankow","Helmholtzplatz","52.543.696.513.978.800","13.424.873.710.167.500","Private room",35,10,3,"26/01/17",0.29,8,301
"46","13294816","75039393","Justus","Pankow","Helmholtzplatz","5.254.415.788.784.270","13.424.006.382.132.200","Private room",23,1,108,"15/04/17",0.2,1,0
"47","14209213","33271169","Lena","Pankow","Helmholtzplatz","5.254.245.295.460.700","13.424.476.583.464.500","Private room",38,1,139,"30/04/17",2.62,1,321
"48","13812160","43116955","Dorothee","Pankow","Helmholtzplatz","5.254.581.415.500.590","13.422.471.769.466.900","Private room",22,2,3,"03/07/16",0.1,1,69
"49","7191972","27484343","Laura","Pankow","Helmholtzplatz","5.254.161.544.931.630","13.423.260.441.685.600","Private room",50,4,160,"30/05/16",0.14,1,0
"50","9347698","11695067","Roman","Pankow","Helmholtzplatz","5.253.979.033.098.130","13.422.995.927.498.900","Private room",55,1,3,"06/07/16",0.1,1,0
"51","16611044","109626558","Anna","Pankow","Helmholtzplatz","5.254.567.000.375.140","13.420.669.349.106.500","Private room",80,2,3,"16/04/17",1,1,83
"52","17838819","708250","Joshua","Pankow","Helmholtzplatz","52.544.012.307.186.700","13.422.028.610.048.400","Private room",64,2,3,"30/04/17",1,2,362
"53","768616","4054647","Cornelius","Pankow","Helmholtzplatz","5.254.425.826.876.330","13.424.352.416.139.000","Entire home/apt",48,3,35,"07/05/17",2.41,1,133
"54","16416584","103469630","Frank","Pankow","Helmholtzplatz","52.544.032.884.971.200","13.422.371.269.694.600","Entire home/apt",79,3,181,"23/01/17",0.92,3,27
"55","6890956","21200458","Vroni","Pankow","Helmholtzplatz","52.543.325.702.811.900","13.416.278.429.171.600","Private room",20,1,2,"",NA,1,0
"56","14542554","2227611","Maria","Pankow","Helmholtzplatz","5.254.319.356.768.680","13.424.699.769.340.900","Entire home/apt",80,3,192,"16/04/17",1.56,1,57
"57","16525144","2342312","Irit","Pankow","Helmholtzplatz","5.254.829.003.335.870","13.416.928.960.065.400","Entire home/apt",48,60,108,"15/02/17",0.61,3,144
"58","3418122","17232864","Nino","Pankow","Helmholtzplatz","5.254.678.589.983.370","13.415.311.193.706.200","Entire home/apt",85,2,108,"14/08/16",0.22,1,0
"59","6891594","36113480","Sinah","Pankow","Helmholtzplatz","5.254.066.406.484.450","13.416.856.910.444.300","Entire home/apt",42,1,3,"20/07/15",0.05,1,0
"60","4119526","21370854","Tobias","Pankow","Helmholtzplatz","5.254.338.667.454.180","13.426.026.328.442.700","Entire home/apt",120,4,48,"22/08/16",0.55,1,5
"61","1352426","5575797","Joze","Pankow","Helmholtzplatz","5.254.443.183.482.010","13.422.218.429.607.900","Entire home/apt",52,3,71,"01/08/15",0.35,1,0
"62","11381321","59676944","Elena","Pankow","Helmholtzplatz","5.254.303.679.006.310","13.423.436.786.771.600","Entire home/apt",40,2,185,"20/04/17",3.08,2,270
"63","8075161","42657201","Marie","Pankow","Helmholtzplatz","52.542.698.836.778.700","13.420.813.819.554.400","Private room",35,3,3,"11/09/15",0.05,1,0
"64","5501882","10787910","Christine","Pankow","Helmholtzplatz","52.542.940.161.957.000","13.424.285.391.669.300","Entire home/apt",108,13,59,"31/03/17",0.61,1,330
"65","6295492","30981168","Natalie","Pankow","Helmholtzplatz","5.254.487.200.207.920","13.423.356.465.254.700","Entire home/apt",85,2,161,"17/04/17",1.29,3,238
"66","13902176","33623774","Sarah","Pankow","Helmholtzplatz","5.254.173.892.330.800","13.423.677.829.774.200","Entire home/apt",80,1,2,"",NA,3,0
"67","7884988","308320","Friederike","Pankow","Helmholtzplatz","52.545.933.982.520.800","13.421.410.951.414.500","Entire home/apt",105,20,108,"08/08/16",0.1,1,0
"68","7449163","39013708","Marcel","Pankow","Helmholtzplatz","5.254.479.052.637.410","13.421.508.229.482.900","Entire home/apt",51,4,192,"12/03/17",0.23,1,0
"69","5990028","2767667","Elena","Pankow","Helmholtzplatz","525.445.709.315.639","1.342.420.790.258.720","Entire home/apt",51,2,3,"17/11/15",0.06,1,0
"70","18328767","126808356","Leo","Pankow","Helmholtzplatz","5.253.988.705.907.710","13.422.406.832.723.000","Entire home/apt",30,23,2,"",NA,1,0
"71","10897967","19266681","Matt","Pankow","Helmholtzplatz","5.254.384.277.694.170","13.423.576.490.562.200","Entire home/apt",110,2,3,"22/05/16",0.09,1,39
"72","5349786","2348393","Sebastian","Pankow","Helmholtzplatz","5.254.277.764.698.830","13.424.833.469.879.500","Entire home/apt",75,2,181,"10/05/15",0.16,1,0
"73","17504448","118639204","Ina-Maria","Pankow","Helmholtzplatz","52.542.550.502.112.800","13.423.717.602.344.400","Entire home/apt",58,7,2,"",NA,1,221
"74","9741710","7281305","Inga Liningaan","Pankow","Helmholtzplatz","525.417.307.265.418","1.342.336.317.193.820","Entire home/apt",62,4,192,"15/05/16",0.3,1,0
"75","2281634","11652909","Francesca","Pankow","Helmholtzplatz","52.545.963.704.587.900","13.421.368.104.497.200","Entire home/apt",48,3,220,"01/05/17",1.98,2,76
"76","10379258","10657014","Karolina","Pankow","Helmholtzplatz","5.254.259.189.571.280","13.425.716.281.797.300","Entire home/apt",70,1,2,"",NA,1,0
"77","8344237","43983472","Katja","Pankow","Helmholtzplatz","5.253.985.631.962.630","13.424.231.768.696.700","Entire home/apt",63,2,236,"03/10/16",0.47,1,247
"78","30295","485838","Michele","Pankow","Helmholtzplatz","5.254.596.726.018.980","13.422.358.872.353.600","Entire home/apt",100,3,64,"30/04/17",1.89,4,260
"79","3426601","17274125","Verena","Pankow","Helmholtzplatz","52.544.799.016.557.600","13.422.758.868.602.100","Entire home/apt",79,7,192,"20/08/16",0.15,1,0
"80","13670601","17952846","Eve","Pankow","Helmholtzplatz","52.541.128.128.882.100","1.342.019.488.476.770","Entire home/apt",48,3,139,"17/04/17",2.26,1,29
"81","9594051","49655698","Noura","Pankow","Helmholtzplatz","5.254.203.558.579.500","13.418.720.720.780.100","Entire home/apt",60,1,2,"",NA,1,0
"82","8287240","15704568","Armando","Pankow","Helmholtzplatz","525.456.413.960.807","13.415.971.063.316.700","Private room",22,4,192,"15/05/16",0.25,2,0
"83","6953223","4214201","Kim-Chi","Pankow","Helmholtzplatz","5.254.335.803.001.410","13.425.975.302.664.500","Entire home/apt",55,3,160,"30/12/15",0.14,1,0
"84","3355431","16702596","Sonja","Pankow","Helmholtzplatz","52.541.922.484.983.700","13.423.095.371.972.900","Entire home/apt",70,5,59,"24/09/16",0.43,2,0
"85","790667","4057507","Uwe","Pankow","Helmholtzplatz","5.254.469.720.001.010","13.422.727.016.632.300","Entire home/apt",80,3,160,"02/01/17",0.33,6,0
"86","11606248","469046","Eva","Pankow","Helmholtzplatz","525.448.389.374.564","13.421.605.253.681.000","Entire home/apt",59,7,108,"03/01/17",0.17,1,0
"87","16143418","21200871","Daniel","Pankow","Helmholtzplatz","52.542.090.292.018.100","13.424.836.917.905.200","Entire home/apt",49,2,192,"05/05/17",4.69,1,73
"88","1440214","7734921","Melanie","Pankow","Helmholtzplatz","525.418.735.411.688","13.424.699.727.501.800","Entire home/apt",79,3,160,"31/07/16",0.07,1,0
"89","3978398","20616850","Juliane Und Stefan","Pankow","Helmholtzplatz","5.254.435.827.970.630","13.421.409.833.092.100","Entire home/apt",85,2,192,"14/06/16",0.16,1,127
"90","639988","882841","Johannes","Pankow","Helmholtzplatz","52.541.525.655.505.700","1.341.912.054.512.240","Entire home/apt",65,14,236,"11/06/14",0.17,3,127
"91","9160334","47684936","Louise","Pankow","Helmholtzplatz","52.543.726.516.640.900","13.418.941.984.937.200","Entire home/apt",10,1,2,"",NA,1,0
"92","18394640","65594771","Frank Christian","Pankow","Helmholtzplatz","5.254.450.586.658.720","13.423.746.734.477.500","Entire home/apt",82,1,2,"",NA,1,87
"93","1379728","7345295","Marleen","Pankow","Helmholtzplatz","5.254.121.717.276.560","13.424.182.137.030.600","Entire home/apt",55,3,191,"15/04/17",1.06,2,53
"94","306312","1575292","Michel & Anne","Pankow","Helmholtzplatz","5.253.991.618.482.660","13.421.763.734.758.600","Entire home/apt",165,4,16,"21/04/17",1.77,2,180
"95","9599864","40768316","Anna","Pankow","Helmholtzplatz","52.540.997.136.413.300","13.421.142.275.135.500","Entire home/apt",45,4,3,"28/09/16",0.13,1,0
"96","6776579","3378618","Claire","Pankow","Helmholtzplatz","5.254.396.280.803.560","13.423.642.667.427.100","Entire home/apt",66,1,2,"",NA,1,0
"97","18563594","128872751","Kimberly","Pankow","Helmholtzplatz","5.254.214.166.241.460","1.342.292.096.019.920","Entire home/apt",105,5,2,"",NA,1,345
"98","772854","4057507","Uwe","Pankow","Helmholtzplatz","52.540.708.498.479.800","13.423.676.011.790.200","Entire home/apt",95,4,180,"15/04/17",0.86,6,21
"99","10655695","5329546","Alvaro","Pankow","Helmholtzplatz","5.254.022.217.571.980","13.423.721.285.630.200","Entire home/apt",79,3,160,"05/04/16",0.22,1,0
"100","7479005","38653664","Britta","Pankow","Helmholtzplatz","5.254.470.343.696.710","1.342.088.678.160.250","Entire home/apt",93,1,3,"31/07/15",0.05,1,0
"101","702921","203248","Oliver Andreas","Pankow","Helmholtzplatz","525.452.050.290.297","1.341.881.948.557.480","Entire home/apt",85,3,2,"",NA,1,0
"102","4904021","25247762","Judith","Pankow","Helmholtzplatz","5.254.581.461.277.640","13.414.241.586.232.100","Entire home/apt",85,1,3,"07/05/16",0.08,1,0
"103","5872093","30491159","Dana","Pankow","Helmholtzplatz","5.254.757.351.825.460","13.416.925.000.605.400","Entire home/apt",50,1,2,"",NA,1,0
"104","719766","3714514","Vera","Pankow","Helmholtzplatz","5.254.100.230.885.570","13.421.577.257.208.500","Private room",100,2,124,"02/04/16",0.41,1,0
"105","1351684","7334943","Eva","Pankow","Helmholtzplatz","5.254.516.876.589.360","13.413.753.684.540.400","Entire home/apt",110,1,117,"23/10/16",0.46,1,259
"106","9232303","1174550","Molly","Pankow","Helmholtzplatz","5.254.205.384.266.300","1.341.561.170.590.450","Entire home/apt",46,1,2,"",NA,1,0
"107","4782617","3389047","Edda","Pankow","Helmholtzplatz","5.254.344.899.434.950","13.415.862.764.173.700","Entire home/apt",71,4,3,"08/04/15",0.04,1,0
"108","769196","4057507","Uwe","Pankow","Helmholtzplatz","5.254.302.737.096.350","13.423.717.088.912.100","Private room",69,4,2,"",NA,6,15
"109","2504158","12819301","Kristin","Pankow","Helmholtzplatz","5.254.148.509.822.600","13.422.503.795.650.500","Entire home/apt",50,1,2,"",NA,1,0
"110","5314681","6961145","Florian","Pankow","Helmholtzplatz","5.254.426.258.545.730","13.421.637.093.418.700","Entire home/apt",60,2,2,"",NA,1,127
"111","8280619","2034980","Farina","Pankow","Helmholtzplatz","52.541.136.209.764.500","1.342.161.766.885.770","Entire home/apt",140,2,4,"17/04/17",0.61,1,27
"112","8450995","13491198","Till","Pankow","Helmholtzplatz","52.542.005.894.646.600","13.422.810.359.854.200","Entire home/apt",85,3,2,"",NA,1,0
"113","789018","4057507","Uwe","Pankow","Helmholtzplatz","5.254.470.819.016.230","13.421.210.481.797.000","Entire home/apt",65,4,236,"12/12/16",0.2,6,7
"114","10545874","5867606","Kirstin","Pankow","Helmholtzplatz","5.254.092.292.893.390","13.424.568.979.106.900","Entire home/apt",40,1,2,"",NA,1,0
"115","458800","2281237","Antje","Pankow","Helmholtzplatz","5.254.040.836.422.390","13.421.441.218.825.500","Entire home/apt",230,5,214,"07/08/16",0.12,1,8
"116","504259","472567","Alexandra","Pankow","Helmholtzplatz","5.254.360.336.408.180","13.421.615.466.871.300","Entire home/apt",199,3,245,"17/04/17",1.64,4,243
"117","11673775","25314455","Maike","Pankow","Helmholtzplatz","5.254.567.444.925.020","13.422.967.700.939.300","Entire home/apt",45,1,2,"",NA,1,0
"118","5742547","29785703","Sofia","Pankow","Helmholtzplatz","5.254.065.332.403.120","13.420.375.536.436.000","Entire home/apt",95,2,225,"15/09/15",0.33,1,0
"119","16882223","112571636","Elisabeth","Pankow","Helmholtzplatz","5.254.368.978.526.070","13.418.783.260.269.300","Entire home/apt",75,2,108,"31/03/17",0.71,1,35
"120","17756794","121174792","Jenni","Pankow","Helmholtzplatz","5.254.037.196.570.330","13.420.206.073.618.100","Entire home/apt",45,3,3,"21/03/17",0.61,1,127
"121","1244451","6783079","Patricia","Pankow","Helmholtzplatz","5.254.466.750.364.830","1.342.467.172.120.130","Entire home/apt",90,14,108,"11/08/15",0.04,1,9
"122","5284687","8558820","Judith","Pankow","Helmholtzplatz","5.254.276.179.470.530","13.416.664.427.934.800","Entire home/apt",75,3,2,"",NA,1,284
"123","2610528","13369500","Gabriel","Pankow","Helmholtzplatz","5.254.657.261.219.650","13.415.986.428.563.600","Entire home/apt",115,2,40,"30/04/17",3.57,1,200
"124","12675577","68872153","Martina","Pankow","Helmholtzplatz","52.539.510.807.830.200","13.423.035.602.952.600","Entire home/apt",160,3,214,"28/04/17",1.31,1,323
"125","9618882","49764282","David","Pankow","Helmholtzplatz","5.254.394.954.038.520","13.423.541.864.255.300","Entire home/apt",59,2,192,"13/09/16",0.34,1,0
"126","13012064","71794597","Tiphaine","Pankow","Helmholtzplatz","525.402.069.334.562","13.419.284.776.050.800","Shared room",98,1,3,"14/05/16",0.08,1,0
"127","509432","2510499","Isaac","Pankow","Helmholtzplatz","5.254.502.051.345.680","13.418.744.765.989.300","Private room",35,2,59,"01/05/17",0.64,1,358
"128","6326777","25319716","Olli","Pankow","Helmholtzplatz","5.254.015.376.918.820","13.418.913.169.105.200","Private room",50,1,2,"",NA,1,72
"129","9267723","8146714","Louisa","Pankow","Helmholtzplatz","52.541.235.744.895.900","13.414.292.853.001.400","Entire home/apt",150,1,124,"01/05/17",1.71,1,40
"130","15416187","3248643","Tobias","Pankow","Helmholtzplatz","5.254.124.020.077.270","13.422.743.666.792.700","Entire home/apt",97,5,3,"24/10/16",0.15,1,27
"131","8163510","43088708","Janet","Pankow","Helmholtzplatz","5.254.213.822.439.650","13.422.510.839.349.600","Entire home/apt",60,2,11,"07/05/17",5.34,1,300
"132","4954597","25538842","Jan","Pankow","Helmholtzplatz","5.253.964.947.586.810","13.423.526.971.416.200","Entire home/apt",90,1,108,"27/08/16",0.09,1,171
"133","76990","405844","Julian","Pankow","Helmholtzplatz","5.254.370.374.611.620","1.341.700.035.978.890","Entire home/apt",42,6,241,"07/04/17",1.27,1,31
"134","404175","536271","Josefine","Pankow","Helmholtzplatz","5.254.106.539.536.740","13.422.480.229.854.100","Entire home/apt",80,5,3,"30/04/17",1,1,343
"135","6689126","15076256","Hey","Pankow","Helmholtzplatz","5.254.106.867.140.180","13.418.483.841.294.300","Entire home/apt",220,1,154,"16/04/17",1.38,1,272
"136","1496950","8000009","Ringo","Pankow","Helmholtzplatz","5.254.042.634.147.020","1.341.603.832.112.800","Entire home/apt",100,3,3,"02/01/14",0.02,1,360
"137","7343837","4032095","Heinz","Pankow","Helmholtzplatz","5.254.432.856.035.940","13.425.033.044.515.500","Entire home/apt",55,60,3,"02/07/16",0.1,10,309
"138","582406","2868259","Lothar","Pankow","Helmholtzplatz","525.444.528.312.683","1.342.078.051.750.960","Entire home/apt",59,1,2,"",NA,1,361
"139","477515","2366664","Torsten","Pankow","Helmholtzplatz","52.543.973.392.929.300","13.419.565.819.803.000","Entire home/apt",119,45,230,"08/04/17",1.45,1,331
"140","6969585","36543370","Ethem","Pankow","Helmholtzplatz","5.254.700.858.413.590","13.415.657.101.776.600","Entire home/apt",39,1,108,"30/07/15",0.09,1,0
"141","15227110","95516036","Mathias","Pankow","Helmholtzplatz","5.254.101.412.982.370","13.419.700.136.817.800","Private room",50,2,192,"19/04/17",1.13,1,161
"142","2230039","11382633","Franz","Pankow","Helmholtzplatz","5.254.235.739.493.620","13.422.139.985.106.600","Private room",27,1,3,"19/08/15",0.05,1,0
"143","1393484","7345295","Marleen","Pankow","Helmholtzplatz","5.254.232.071.609.830","134.228.696.460.652","Shared room",21,4,71,"06/04/17",0.45,2,69
"144","11932438","11514094","Sue","Pankow","Helmholtzplatz","5.254.142.532.285.180","13.419.150.498.400.000","Entire home/apt",60,2,15,"23/10/16",0.81,1,0
"145","4658712","24109136","Claudia","Pankow","Helmholtzplatz","52.545.422.171.535.200","13.419.286.610.788.000","Entire home/apt",70,10,108,"29/01/16",0.07,1,0
"146","4593644","826789","Joern Hendrik","Pankow","Helmholtzplatz","52.541.648.394.867.500","13.417.853.298.408.600","Entire home/apt",70,4,3,"04/01/15",0.04,1,0
"147","241542","726769","Rudie","Pankow","Helmholtzplatz","52.540.700.195.768.100","13.414.313.122.440.500","Entire home/apt",73,5,48,"13/03/17",0.21,1,6
"148","270477","540534","Doris","Pankow","Helmholtzplatz","5.254.335.558.388.160","1.341.735.605.912.260","Entire home/apt",72,4,14,"30/04/17",1.66,1,297
"149","270604","1416583","Dennis","Pankow","Helmholtzplatz","5.254.384.292.959.470","13.422.172.389.128.500","Private room",50,3,81,"03/01/17",0.27,1,236
"150","9765172","4286726","Mike","Pankow","Helmholtzplatz","5.254.178.885.672.020","13.423.680.084.440.700","Private room",25,2,3,"11/04/16",0.08,1,0
"151","656248","3304821","Franziska","Pankow","Helmholtzplatz","52.546.270.487.860.200","13.413.629.958.683.700","Entire home/apt",69,3,241,"30/04/17",1.78,1,217
"152","700045","2971345","Sylvia","Pankow","Helmholtzplatz","52.544.653.123.298","13.424.643.306.717.300","Entire home/apt",60,5,160,"16/09/15",0.14,1,9
"153","203634","998898","Dimitry","Pankow","Helmholtzplatz","5.254.301.025.680.190","13.415.250.690.082.200","Entire home/apt",125,3,228,"14/04/17",1.22,1,195
"154","8657918","45496227","Carla","Pankow","Helmholtzplatz","5.254.323.175.325.610","13.414.473.761.715.300","Entire home/apt",50,7,108,"26/01/16",0.12,1,0
"155","16527252","31961950","Anja","Pankow","Helmholtzplatz","5.254.565.992.532.260","13.420.495.331.998.900","Private room",30,1,181,"16/04/17",0.94,1,79
"156","6430299","24313826","Anke","Pankow","Helmholtzplatz","5.254.799.556.047.700","13.418.338.514.751.600","Entire home/apt",100,1,108,"09/08/15",0.09,1,0
"157","15540225","99983221","Den","Pankow","Helmholtzplatz","5.254.668.151.493.310","13.416.430.175.410.400","Entire home/apt",55,1,71,"16/04/17",2.38,1,11
"158","205129","1008303","Elisabeth","Pankow","Helmholtzplatz","5.254.163.250.571.620","13.416.920.276.887.800","Entire home/apt",70,30,100,"13/04/17",0.28,1,233
"159","17834417","56009180","Juli","Pankow","Helmholtzplatz","52.542.278.994.989.600","1.342.327.468.715.370","Private room",34,1,2,"",NA,1,356
"160","17572305","119328358","Matthias","Pankow","Helmholtzplatz","5.254.462.276.777.090","13.421.271.972.447.700","Entire home/apt",39,1,3,"06/05/17",1,1,338
"161","1581820","8414974","Georg","Pankow","Helmholtzplatz","52.541.370.141.256.300","1.341.427.077.504.110","Private room",28,2,106,"05/05/17",4.79,2,214
"162","13378602","25782117","Nick","Pankow","Helmholtzplatz","5.254.188.416.893.810","13.413.473.922.954.600","Private room",69,1,108,"20/07/16",0.18,1,0
"163","3221013","9823769","Luisa","Pankow","Helmholtzplatz","5.254.152.549.622.920","13.414.697.774.541.200","Private room",95,10,59,"25/05/16",0.43,1,152
"164","4336067","8414974","Georg","Pankow","Helmholtzplatz","52.540.786.873.068.100","13.414.225.441.744.100","Private room",26,2,52,"06/05/17",4.67,2,227
"165","7560330","39631459","Lola","Pankow","Helmholtzplatz","5.254.138.929.831.320","13.420.940.226.372.900","Shared room",80,3,181,"30/12/16",0.24,1,0
"166","7089360","6380854","Janett","Pankow","Helmholtzplatz","5.254.032.909.327.370","134.173.087.675.309","Entire home/apt",90,4,2,"",NA,1,0
"167","3588172","15822523","Julia","Pankow","Helmholtzplatz","5.253.937.938.837.020","13.423.162.425.988.400","Entire home/apt",120,5,203,"18/08/16",0.18,1,0
"168","3997573","20724661","Iddo","Pankow","Helmholtzplatz","5.254.569.749.179.790","1.342.076.610.101.810","Entire home/apt",45,45,71,"28/02/17",0.5,1,196
